,date_occured,time_occured,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude
576,1987-10-01,19:00,victoria (canada),bc,ca,sphere,900,15mins,Large red and orange sphere&#44 balanced on a rock in 1987.,2006-10-30,46.216667,-63.483332999999995
577,1987-10-01,20:00,roseburg (7 miles northwest of),or,us,oval,1800,30 mins.,Two small glowing oval orange objects and one larger triangle craft in rural Oregon.,2008-10-31,43.2166667,-123.34055559999999
578,1987-10-01,21:00,alstead,nh,us,fireball,1800,30 mins.,sitting   in  a  car in a open  field&#44 keeping in mind this is in a  town where  we are in  the hills.  the  field during  the day has,2005-01-19,43.1488889,-72.36111109999999
579,1987-10-01,23:00,louisburg,nc,us,triangle,180,3 minutes,Large black triangular object with lights on each side and at the points making no discernible noise.,2001-08-05,36.0988889,-78.3013889
580,1989-10-01,16:00,mackay,id,us,disk,180,2 to 3 min,LARGE SAUCER,2010-02-14,43.9147222,-113.6125
581,1989-10-01,18:00,winchester (near),ky,us,oval,300,5 minutes,3 starlike objects land on 1 large orange oval object in full daylight in sight of dozens of witnesses.,2006-03-11,37.9900000,-84.1797222
582,1989-10-01,20:00,jacksonville,il,us,circle,300,five minutes,Three gold circle UFOs fly in formation&#44 warp drive away and disappear.,2010-11-21,39.7338889,-90.22888890000002
583,1989-10-01,20:00,pawling,ny,us,oval,300,5 minutes,Large oval craft with lights above house on north side of Route 55 between Pawling and Freedom Plains&#44 NY&#44 late 1980&#39s.,2005-05-11,41.5619444,-73.6030556
584,1989-10-01,21:30,carmichael,ca,us,rectangle,10,10sec.,Black rectangular craft over carmichael.,2004-07-25,38.6172222,-121.32722220000001
585,1989-10-01,21:30,orono,me,us,disk,20,15-20 seconds,Silent Lo-flying Craft with Dome and Bright White Lights,2003-11-26,44.8830556,-68.6725
985,1965-10-12,12:00,pittsburgh,pa,us,circle,120,2 minutes,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,2007-08-07,40.4405556,-79.9961111
986,1965-10-12,13:00,pittsburgh,pa,us,disk,60,1 minute,Low UFO sliding out of a cloud into clear blue sky.,2008-02-14,40.4405556,-79.9961111
987,1967-10-12,01:45,viet nam (jungles of),,,other,3600,1 hour,Lights in the Nam,2004-12-03,14.058324,108.277199
988,1971-10-12,22:00,menands (albany),ny,us,chevron,180,3 minutes,Large&#44 black&#44  &quot;boomerang&quot; shaped object gliding silently overhead.,2006-05-15,42.6919444,-73.725
989,1973-10-12,19:00,birmingham (just south of),al,us,disk,900,10-15 minutes,Glowing Green UFO seen by myself (mom) and my 4 children very low over our car on a Friday night in Alabama in 1973.,1999-04-02,33.5205556,-86.8025
990,1975-10-12,01:00,perth (w. of; southern cross) (western australia),,au,fireball,900,15 minutes,fire ball and min min,2004-06-18,-31.95224,115.861397
991,1976-10-12,23:00,emporia,ks,us,disk,300,5 minutes,Disc hoovers over train and seems to x-ray it.,2009-06-09,38.4038889,-96.1813889
992,1978-10-12,21:00,dyersburg,tn,us,triangle,7200,2 hours,NW TN TRIANGLE.,2013-09-09,36.0344444,-89.3855556
993,1978-10-12,23:00,alpine,az,us,circle,7200,2 hours,DURING A HUNTING TRIP IN THE MOUNTAINS&#44WE MADE CAMP AND LATE THAT NIGHT I SAW THE FOLLOWING. A BRIGHT LIGHT THAT CAME FROM THE SOUTHEAS,2013-08-30,33.8480556,-109.1425
994,1979-10-12,00:45,barnegat,nj,us,rectangle,900,15 min.,Iwitnessed one object moving east to west across Rt.539 4 mile north of Rt.72 near the Fire Tower. There were no cloud and the sky was,2005-09-02,39.7530556,-74.2233333
995,1982-10-12,05:30,pearlington,ms,us,light,20,20 seconds,While fishing on the east pearl river which seperates la./ms. north of i10 near stennis we saw a white round light just above the trees,2013-12-12,30.2463889,-89.61111109999999
996,1982-10-12,05:30,pearlington,ms,us,light,29,29 seconds,Round light which was observed going into space with moves and silence that we have never seen before.,2013-12-12,30.2463889,-89.61111109999999
997,1985-10-12,23:45,swansboro,nc,us,disk,300,23:45 - 23:50,My sister and I observed a disk for about 5 minutes hovering approximately 120 feet away.,2000-12-02,34.6875000,-77.1194444
998,1988-10-12,16:30,melbourne (vic&#44 australia),,au,cigar,900,15 min&#39s,Large cigar shaped craft&#44flying sideways&#44over bay&#44toward&#39s our car.,2004-09-29,-37.813938,144.963425
1223,1966-10-13,07:00,mission,tx,us,disk,5,5 seconds,I was driving to the hospital after work to visit my dad.   Suddenly&#44 about 3 blocks ahead of me a disc lite object appeared.  It arriv,2014-03-18,26.2155556,-98.325
1224,1969-10-13,21:15,millington,tn,us,formation,259200,72 hours,Star-like&#44 8-point inverted V-shape&#44 changed to V-shape&#44 executed 1-second shift  from directly South to directly West.,2002-01-29,35.3413889,-89.8972222
1225,1969-10-13,22:00,memphis,tn,us,formation,3600,1 hour,One object joining 9 others to complete a triangular formation.,2003-09-24,35.1494444,-90.04888890000001
1226,1971-10-13,21:00,bristol,ct,us,disk,600,10min.,i was just a baby up at fallmount&#44past central high school&#44wolcott st..i was told by my family dad&#44mom and 4 brother that when i was ju,2007-04-27,41.6716667,-72.94972220000001
1227,1973-10-13,18:00,weldon,nc,us,oval,300,5 minutes,Me and my brother was coming home from a friends house and we saw a red flashing light what liked to be over a friends house. After a f,2014-02-14,36.4269444,-77.5958333
1478,1965-10-14,21:00,ponca city (south of),ok,us,,15,brief-15sec,SUDDENLY A BRILLIANT WHITE LIGHT LIT UP THE ENTIRE COUNTRY SIDE.  BRIGHTER THAN THE SUN. I GUESS AROUND A 1&#44000 FEET ABOVE GROUND&#44 COUL,1999-08-30,36.7069444,-97.0852778
1479,1974-10-14,16:30,fulton,mo,us,diamond,60,1 minutes,I saw a golden orange diamond shaped object traveling south in the sky in mid october 1974 near Fulton MO,2004-06-04,38.8466667,-91.9477778
1480,1974-10-14,20:00,oran,mo,us,,15,15 seconds,Saw triangle shaped craft&#44 light on each corner&#44 low overhead&#44 few hundred feet above.  As craft went by saw light on top. Soft noise l,2010-11-21,37.0850000,-89.6552778
1481,1978-10-14,07:00,atlanta,ga,us,disk,900,15 minutes,A saucer shaped ship was seen from about 50 yards away.  It hovered.,2005-11-08,33.7488889,-84.3880556
1482,1986-10-14,20:30,san jose,ca,us,light,120,2 minutes,Red&#44 green and gold light amazes multiple witnesses over Santa Clara Valley,2003-06-18,37.3394444,-121.8938889
1705,1943-10-15,11:00,owensboro,ky,us,rectangle,1800,30 mins.,Low-flying silver object seen on a clear day near mid-day.,2012-04-18,37.7741667,-87.1133333
1706,1949-10-15,20:00,baltimore,md,us,cigar,180,2-3 minutes,It was around 8:PM and I was walking home&#44it was a full moon but something made me lookup&#44 there was no noise&#44 but an object came in fr,2008-03-04,39.2902778,-76.6125
1707,1950-10-15,15:00,sandy hook/highlands,nj,,triangle,300,5 minutes,Triangles over New York Harbor 1950,2006-10-30,40.443164,-73.989861
1708,1952-10-15,21:00,richland,wa,us,circle,5,5 seconds,Night sighting of seven large luminous UFOs flying in &quot;V&quot; formation,2010-11-21,46.2858333,-119.28333329999998
1709,1952-10-15,24:00,edmonton (southwest of) (canada),ab,ca,cylinder,120,approx. 2 min.,Good evening folks---What I am about to discribe is what I saw back in 1952&#44in an area that is about 75 to 80 miles southwest of the ci,2004-01-17,53.55,-113.5
1710,1953-10-15,14:00,mauriceville,tx,us,disk,300,5 min.,My father was a WWW1 Vet. and loved hunting. The year was round 1953.We lived in a town of 300 people in southeast tex. Dad would take,2002-11-04,30.2033333,-93.8661111
1711,1954-10-15,16:30,blanco,tx,us,other,300,3-5 mins,We saw a silver football&#44 motionless in the sky; stopped &#44 looked about 3-5 mins. and resumed the trip.,2004-04-27,30.0977778,-98.42111109999999
1712,1954-10-15,21:30,manistee,mi,us,circle,8,8 seconds,Saucer shaped&#44 moved north to south directly above the street&#44 no sound&#44 moon was to the east,2008-01-21,44.2444444,-86.3241667
1713,1955-10-15,20:00,rhinebeck,ny,us,light,2400,40 minutes,This very distant star-like point of light came very slowly up over the treeline from the Southwest&#44 stopped.,2010-07-19,41.9266667,-73.91305559999999
1714,1956-10-15,01:00,mechra bel ksire (morocco),,,unknown,300,approx. 5 minutes,Air Defense radar reflected an object with great speed and maneuverability east of Giralter north of the African coast initially headin,2005-04-16,34.56,-5.95
1715,1956-10-15,21:30,mt. vernon,in,,disk,8,7 to 8 seconds,Clear night observation of lumenescent object leaving a trail from east to north.,2000-07-11,37.932266,-87.895027
1716,1957-10-15,02:00,new york city (queens),ny,us,,10800,2x3 hrs,tall unidentified being enters home - N.Y.C. 1957,2003-03-21,40.7141667,-74.0063889
1717,1957-10-15,20:30,houston (ellington afb),tx,us,light,3,3 seconds,5 to 6&quot; diameter light&#44 extremely fast&#44 silent&#44 made an impossible inside 45 degree turn&#44 and sped away horizontally.,2000-09-17,29.7630556,-95.3630556
1718,1957-10-15,22:00,commerce city (n. of denver),co,us,fireball,600,10 min.,A lot of methane gas in area,2002-09-19,39.8083333,-104.93333329999999
1719,1959-10-15,00:00,marysville,wa,us,other,75,1:15,UFO  Over  Golf Course,2007-04-27,48.0519444,-122.1758333
1720,1961-10-15,18:00,indialantic,fl,us,oval,120,2 minutes,Unbelievably Close to the Ground Surface.,2012-10-30,28.0891667,-80.5658333
1721,1962-10-15,22:30,chicago,il,us,other,10,10sec,SITTING IN AVALON PARK ON A FALL NIGHT AT APP.1030 PM I SAW A METALIC OBJECT TRAVELING FROM E TO W I DIDNT GIVE IT MUCH THOUGHT BUT IT,2001-08-05,41.8500000,-87.65
1722,1964-10-15,00:00,columbus,oh,us,cigar,600,10min,Child remembers seeing object over 40 years,2005-11-03,39.9611111,-82.99888890000001
1723,1965-10-15,15:00,new rochelle,ny,us,sphere,2,:02,knew they came and went all stoped  talked to my brain or?  ((NUFORC Note:  Report from retiree.  PD)),2011-01-31,40.9113889,-73.78277779999999
1724,1965-10-15,21:00,tabor,ia,us,oval,2700,45 min.s,Craft hovers noiselessly over witnesses in 1965&#44 in Southwest Iowa&#44 is photographed by 2 photographers&#44 photos stolen later.,2004-09-29,40.8983333,-95.67111109999999
1725,1966-10-15,02:00,boca raton (military trail),fl,us,circle,21600,6 hours,SAW BRIGHT LITE.DROVE CLOSER&#44STOPPED WHEN NEXT TO IT.500 YARDS.GOT OUT OF CAR WALKED TOWARD LIGHT.NEXT THING 5 HOURS LATTER,1999-07-05,26.3583333,-80.08333329999999
1726,1966-10-15,18:30,martinsville,in,us,disk,60,1 minute,Craft hovered about 20 feet above barn. Lights in horizontal orientation for about 30 seconds and then darted away. Others saw.,2003-03-21,39.4277778,-86.42833329999999
1727,1966-10-15,19:00,running  springs,ca,us,disk,1200,20 min,Around 7 pm on a tues in oct 1966 on my way home from work   while driving up the rim of the world high way or highway 18 from skyfores,2000-12-20,34.2077778,-117.10833329999998
1728,1966-10-15,20:00,ukiah,or,us,oval,1200,20 minutes,Orange oval 40 ft in diameter&#44 twenty ft off the ground&#44 appoxumate 100 ft from me.,2013-11-11,45.1341667,-118.9313889
1729,1966-10-15,20:00,utica,ny,us,triangle,180,3minutes,i and a friend were coming home one cold fall evening outside of Hugh R. Jones Elem. School . There was a triangle of a red&#44 green&#44 whi,2003-04-22,43.1008333,-75.2330556
1730,1967-10-15,04:00,lake champlain (n end of) (canada),qc,,circle,900,10-15 min.,Strange&#44 circular object with a halo or glowing ring around it which moved at unbelieveable speed&#44 almost straight up.,2005-04-16,44.586581,-73.38009
1731,1967-10-15,16:00,castleside (uk/england),,gb,cigar,300,5 minutes,I saw a huge cigar shaped object&#44 pulsating red then orange&#44 like a heartbeat&#44 my horse saw it first.,2006-03-11,54.833333,-1.8666669999999999
1732,1967-10-15,18:00,birmingham,al,us,oval,300,five minutes,description of a spaceship spotted over Birmingham Alabama in 1967.,2008-07-05,33.5205556,-86.8025
1733,1967-10-15,19:30,knott - end. fleetwood (uk/england),,,light,600,5 - 10 mins,Strange lights in the sky Northern England in the Autumn of 1967.,2001-02-18,53.92766,-3.00585
1734,1967-10-15,21:00,hampstead,nc,us,disk,300,5 minutes,Hampstead North Carolina disk 1967,2012-12-20,34.3675000,-77.7108333
1735,1967-10-15,21:00,north hollywood,ca,us,fireball,900,15+ minutes,A fireball over the San Fernando Valley in 1967,2003-12-19,34.1722222,-118.37805559999998
1736,1967-10-15,23:00,saugus,ca,us,light,180,3 minutes,oct. 1967 late night&#44 I was a high school student living in the boring town of Saugus&#44 California&#44 the nearest town was Newhaul&#44 and th,2009-03-19,34.4113889,-118.53916670000001
1737,1968-10-15,02:00,hastings,mn,us,triangle,120,2 minutes,Perfect semi circle vapor trail left as soundless UFO makes a turn-around overhead.,2000-12-02,44.7433333,-92.8522222
1738,1968-10-15,07:30,crystal lake,il,us,cigar,1800,30 minutes,Cigar shaped vehicle hovering over farm field.,2010-05-12,42.2411111,-88.31611109999999
1739,1968-10-15,20:00,bancroft (rural area near),wi,us,light,120,about 1 and 1/2 to 2 minu,Two&#44 non-blinking white lights perform a high speed&#44 75-degree ascent.,2001-02-18,44.3097222,-89.51361109999999
1740,1968-10-15,21:30,pacific ocean (1500mi.sw of u.s.mainland),,,circle,30,30 sec.,Bright&#44 white soundless orb with no trajecory nor trail of flames,2003-09-12,-8.783195,-124.508523
1741,1969-10-15,00:00,sharon,ct,us,oval,120,1-2 minutes,NO NOISE&#44 NO AIR MOVEMENT&#44 NO HEAT&#44LIGHTS UNDERSIDE&#44 HOVERED&#44,2010-11-21,41.8791667,-73.4772222
1742,1969-10-15,06:00,pearl,ms,us,cigar,1200,15-20 minutes,Long overdue report of UFO witnessed at a close range--years ago,2004-01-17,32.2744444,-90.1319444
1743,1969-10-15,18:30,wilmington,de,us,circle,60,1 minute,Moon sized object &quot;grew&quot; to fill entire sky&#44 then disappeared,2011-01-05,39.7458333,-75.5469444
1744,1969-10-15,19:00,hurst,tx,us,disk,60,1 minute,the light that came as i called it,2002-09-06,32.8233333,-97.1702778
1745,1969-10-15,19:00,miami,fl,us,changing,120,minutes,OCTOBER 1969 UFO SIGHTING BY ENTIRE FAMILY,2011-05-02,25.7738889,-80.1938889
1746,1969-10-15,21:00,exeter (near),nh,us,cigar,1800,30 min,I was returning from the first Vietnam Moratorium (that is how I fix the date accurately) in Boston with some friends in an old VW bus.,2004-05-04,42.9813889,-70.9483333
1747,1969-10-15,23:30,alpine,az,us,disk,300,5 mins,Fall&#44 clear&#44 full visual disc sighting unbelievable air manuevers &#44speed &#44 brightness.,2004-04-27,33.8480556,-109.1425
1748,1970-10-15,10:00,westland,mi,us,unknown,20,20 seconds,Early 1970&#39s&#44 object going around the sun.,2002-08-16,42.3241667,-83.4002778
1749,1970-10-15,19:00,london (uk/england),,gb,unknown,1800,30 minutes,Single bright cone shaped beam of light.,2010-08-24,51.514125,-0.093689
1750,1970-10-15,23:00,san diego/pacific beach,ca,,light,60,1 minute,I saw a UFO in the night sky over Pacific Beach in San Diego&#44 &amp; while being trailed by 2 jets firing tracers the object turned north on,2009-08-05,32.802458,-117.23558500000001
1751,1971-10-15,18:00,bremerton,wa,us,disk,600,10 minutes,I was walking into my home one day at dusk and as i looked up saw these strange objects in the sky. I ran in and got my camera and took,2001-10-12,47.5675000,-122.63138889999999
1752,1971-10-15,20:30,litchfield,ct,us,circle,360,6min aprox,Mothership over Litchfield CT,2003-03-21,41.7472222,-73.1891667
1753,1971-10-15,20:30,tinley park,il,us,disk,900,10-15 min,Saw a disc shaped craft with 3 lights,1998-11-01,41.5733333,-87.7844444
1754,1971-10-15,24:00,lago vista (near austin),tx,us,formation,1800,30 minutes,went outside &amp; in night sky looking east{est.} saw 15 to 25 objects looked like stars appeared same distance as stars&#44 but brighter tha,1999-02-16,30.4600000,-97.9880556
1755,1972-10-15,08:30,toronto (canada),on,ca,oval,2,seconds,observed tarnished&#44 oval shaped object with black symbols on side travelling south at a steady speed towards Lake Ontario,2010-05-12,43.666667,-79.416667
1756,1973-10-15,12:40,spokane,wa,us,circle,900,15 minutes,We don&#39t have craft that can fly this fast and make right turns at several thousand miles per hour,2008-10-31,47.6588889,-117.425
